Products,Exporter name,Quantity (Lakhs),Location,State,Latitude,Longitude,Gmap link,Distance(in km),,
RICE,CHIRACKAL AGRO MILLS,6.262,Kalady ,Kerala ,10.179141,76.422624,,,mail@periyarrice.com,9526177753
MEAL KIT,CHOICE TRADING CORPN. LTD.,91.88107,Vypin ,Kerala ,10.114182,76.20443,,,,0484-2797700
COCONUTS,CHOKHANIS FOOD AND BEVERAGES,1.70407,Aluva ,Kerala ,10.127251,76.31191,,,,
COTTON GOODS,CHRIS COTTON,1.41126,Tiruppur ,Tamil Nadu ,11.100715,77.37675,,,info@chriscotton.com,4214355575
COTTON GOODS,CK HOSEIREIS,1.20974,Tiruppur ,Kerala ,11.088733,77.336957,,,suriya@ckhosieries.in,9626094449
FILTER ELEMENT,CLAIRON FILTERS,1.28149,Kakkanad ,Kerala ,10.003704,76.342752,,,info@claironfilters.com,8086664770
POLYPROPYLENE MATS,CLASSIC COIR FACTORY,14.73757,Alleppey ,Kerala ,9.584197,76.320589,,,shan@classiccoir.com,0478-286 3004
RUBBER MATS,CLASSIC HOME FURNISHING P. LTD.,2.92848,Kakkanad ,Kerala ,10.007994,76.366052,,,sumesh.panicker@classichome.in,9946166611
RUBBER COMPOUND,CLASSIC INDUSTRIES&EXPORTS LTD.,3.18726,Perumbavoor,Kerala ,10.050988,76.487582,,,info@ciael.com,9446055992
PEPPER,CLASSIC SPICES P.LTD.,1.38851,Ottapalam,Kerala ,,,,,classicspices26@gmail.com,
SPICES,CLIMATE NATURAL SPICES,1.23021,"Kakkanad, Ernakulam ",Kerala,10.00864,76.346269,,,climatenaturals@gmail.com,9.15E+11
BLOOD BAG,CML BIOTECH P.LTD.,2.36351,"Angamaly, Ernakulam ",Kerala,10.181121,76.371628,,,info@cmlbiotech.com,9.15E+11
PLYWOOD,COASTAL CHIP BOARDS AND LAMS P.LTD.,6.88002,Mangalore,Karnataka ,12.953645,74.833922,,,ccblams@yahoo.com,
CHITIN,COCHIN CHITIN COMPANY,3.99552,"Aroor, Alappuzha ",Kerala,9.4848,76.322304,,,,
FROZEN YELLOW TUNA,COCHIN FROZEN FOOD EXPORTS P. LTD.,3.22699,Kochi ,Kerala ,9.870102,76.315318,,,,
SYNTHETIC RUTILE,COCHIN MINERALS AND RUTILE LTD.,422.37733,"Aluva, Ernakulam ",Kerala,10.108852,76.35231,,,cmrlexim@cmrlindia.com,9.15E+11
PLYWOOD,COCHIN PLYWOOD,2.79851,Kochi,Kerala ,10.082945,76.556622,,,cochinply@gmail.com,9.18E+11
TYRE RETREADING MATERIALS,COCHIN RUBBER INDUSTRIES,1.2556,"Kalamassery, Cochin",Kerala,10.04666,76.312654,,,cochinrubbers@gmail.com,9.15E+11
RUBBER MATS,COCO  FIBRE TEX,38.77303,Alleppey ,Kerala,9.503631,76.329053,,,cocofibre@gmail.com,9.15E+11
RUBBERISED COIR SHEETS,COCO-LATEX EXPORTS,3.85526,Alappuzha ,Kerala,,,,,cocolatex@duroflexworld.com,
RUBBER MATS,COCOMATS INTERNATIONAL ,10.19391,Alappuzha ,Kerala,9.494647,76.330097,,,info@cocomatsint.com,9.15E+11
COIR PITH,COCONUT PRODUCT IMPEX,7.4506,"Kalavoor, Alappuzha ",Kerala,9.564826,76.320673,,,info@coconutimpex.com,9.19E+11
REFRACTORY MATERIALS,COIMBATORE POTTERIES & REFRACTORIES,1.01606,Coimbatore ,Tamilnadu ,,,,,,
RUBBER MATS,COIR FLEX,8.42077,Cherthala,Kerala,9.731748,76.318597,,,admin@coirflex.in,9.15E+11
COIR MATTING,COIR HOME,3.12903,Alappuzha ,Kerala ,,,,,,
COIR MATS,COIR MATES INDIA,1.91626,"Cherthala, Alappuzha ",Kerala,9.685366,76.346825,,,nandanam@coirmatesindia.com,9.15E+11
COIR MATS,COIR REX,3.3482,Alappuzha ,Kerala,9.588098,76.311766,,,,9.19E+11
COIR YARN,COIR YARN TEX,4.56423,Alleppey ,Kerala,9.515986,76.334861,,,info@coiryarntex.com,9847706766
RUBBER MATS,COMET EXPORTS,2.29223,Moradabad ,Uttar Pradesh ,,,,,asm@cometexport.in,
TEA,CONSOLIDATED TEA CORPORATION,2.42448,Chittagong ,Bangladesh ,22.3647426,91.8103543,,,teatrading@finlaysbd.com,88031723829
FROZEN YELLOW TUNA,CORAL EXPORTS,7.99258,Ernakulam ,Kerala ,9.9670532,76.2872393,,,info@mysite.com,2127601228
COTTON GOODS,COTTON BLOSSOM,2.91553,Mudalipalayam,Tamil Nadu ,11.1228145,77.4149274,,,info@cotonblossom.org,9.14E+11
TEA,CRAIGMORE PLANTATIONS (INDIA) LTD.,2.32176,Nilgiri,Tamil Nadu ,11.2757043,76.7435373,,,sales@craigmoreplantations.com,91-4232285221
BAKING POWDER,CRUST N CRUMB FOODINGRE P.LTD.,7.94856,Muvattupuzha,Kerala,10.0109069,76.5291403,,,contact@crustncrumb.com,91-484-2597700
TEA,CRYSTAL TEA (INDIA)LTD.,2.0893,Kavundampalaaym Coimbatore,Tamil Nadu ,11.0463104,76.9366611,,,info@crystaltea.in,91-422 2406382
FOOD STUFFS,CYAN INTERNATIONL,2.18109,Arakkunam,Kerala ,9.8882945,76.4223371,,,cii@cyanint.org,9447736920
RUBBER MATS,D.C.INTERIORS,11.09998,"Valavanadu, Mararikulam

",Kerala ,9.5926493,76.3267683,,,,
COTTON GOODS,D2D INTERNATIONAL,2.64015,Tiruppur ,Tamil Nadu ,11.0495622,77.3469217,,,info@d2dinternational.com,7094449003
COTTON GOODS,DANESH HOME FASHIONS,1.65417,Naaval Nagar,Tamil Nadu ,11.0029221,78.0714658,,,,9842491000
COCONUTS,DBL GLOBAL IMPEX,1.141,Mumbai ,Maharashtra,19.108133,73.0047348,,,dblglobalimpex@gmail.com,8879028858
RUBBER MATS,DEENS INTERNATIONAL,4.43619,Alappuzha ,Kerala ,9.4921687,76.3228741,,,,8046059311
FROZEN YELLOW TUNA,DELSEA EXPORTS P.LTD.,9.27125,"Nambiapuram, Palluruthy",Kerala,9.9139353,76.2668706,,,delseaexports@gmail.com,4672367167
RUBBER MATS,DELTA EXPORTS&IMPORTS,2.76288,"Mallikassery, Kottayam",Kerala ,,,,,,8048113239
PLYWOOD,DELTA PLYWOODS AND BOARDS,37.1735,Perumbavoor ,Kerala ,10.1087163,76.4945479,,,,9846053757
COTTON GOODS,DESIRE KOCHI,4.07234,"Shenoys , Ernakulam ",Kerala ,9.9776956,76.2801019,,,,9895897612
GRANITE SLABS\TILES,DHANALAKSHMI LATERITE STONE INDUS.,1.5148,"Nileshwar, Kasaragod",Kerala,12.2596857,75.1275758,,,,7942558696
COIR FIBER,DHANU ENTERPRISES,1.3665,Coimbatore ,Tamil Nadu ,11.0048246,77.0115517,,,dhanuindustries@rediffmail.com,9865288338
GENERAL CARGO,DHARSINI EXPORTS,1.14524,Coimbatore ,Tamilnadu ,11.009081,76.95535,,,,8037696092
RICE,DIAMOND FOOD PRODUCTS,34.20052,Perumbavoor ,Kerala,,,,,,
MAIDA,DIAMOND ROLLER FLOUR MILLS P.LTD.,31.9912,Kottayam,Kerala,9.528957,76.519185,,,maida@diamondsgroup.in,9.19E+11
COTTON YARN,DINESH TEXTILES,1.55191,Kannur,Kerala,11.900083,76.439321,,,dinteexs@sancharnet.in,9.20E+11
FOOD STUFFS,DITTEX EXPORTS P.LTD.,2.66207,"Ashtamichira, Thrissur ",Kerala,10.259125,76.287919,,,dittex.md@gmail.com,
RUBBER MATS,DIVINE RUBBER PRODUCTS,8.3215,Alappuzha ,Kerala,9.490296,76.492618,,,,8048951960
FOOD STUFFS,DOHRNII CHAIN P.LTD.,5.79773,Dindigul,Tamilnadu ,,,,,getvijayraj@gmail.com,
RUBBER MATS,DOLPHIN RUBBER INDUSTRIES,15.86599,"Poovanthuruthu, Kottayam",Kerala ,9.5505109,76.5299188,,,sales@dolphinrubbermat.com,91-9400068004
FROZEN YELLOW TUNA,DOLPHIN WIRES PVT LTD.,57.15559,"Aroor, Alleppey ",Kerala ,9.8836803,76.2954338,,,,
COTTON YARN,DOTS CARGO INDIA,2.17694,"Kaloor , Kochi",Kerala ,9.9849306,76.2912991,,,,8943888814
COIR PITH,DUINKOP ENTERPRISES P.LTD.,11.7,Pollachi ,Tamil Nadu ,10.6750709,77.0254342,,,,
RUBBER TILES,DURO COMPOUNDS,1.3625,Kottayam ,Kerala ,9.5832853,76.5218447,,,,91-79 4254 5464
COIR PITH,DUTCH  PLANTIN COIR INDIA P.LTD.,34.51898,Coimbatore ,Tamil Nadu ,11.0023441,77.0015152,,,info@dutchplantin.com,9.14E+11
ROOFINGS,DYNAMIC TECHNO MEDICALS PVT. LTD.,2.9859,"Edathala,Aluva",Kerala ,10.0774726,76.3633128,,,info@dynamictechnomedicals.com,0484-2837788
TEA,EASTEA CHAI P.LTD.,8.89636,Edappally ,Kerala ,10.0201219,76.3100263,,,,
TURMERIC POWDER,EASTERN CONDIMENTS P.LTD.,105.05386,Eramalloor,Kerala ,10.0828228,76.5711622,,,socialise@eastern.in,4847161100
TYRE RETREADING MATERIALS,EASTERN TREADS LTD.,1.63603,Muvattupuzha ,Kerala ,9.988823,76.583908,,,,
COTTON GOODS,EASTMAN EXPORTS GLOBAL CLOTHING  ,8.9698,Tiruppur ,Tamil Nadu ,11.1404037,77.3407986,,,sourcing@eastmanexports.com,91-421-4301234
PLYWOOD,EASY SMART,1.3776,Mumbai ,Maharashtra ,19.0658619,73.0300609,,,,9699913386
FISH MEAL,EAWA FISHMEAL & OIL,3.0078,Manglore ,Karnataka ,12.9567381,74.8245036,,,,8048955465
GREEN COFFEE,ECOM COMMODITIES INDIA P.LTD.,8.9842,Benguluru ,Karnataka ,12.9693483,77.7458051,,,contactcoffee@ecomtrading.com,
GREEN COFFEE,ECOM GILL COFFEE TRADING P.LTD.,82.73303,Banglore ,Karnataka ,10.0472739,76.313419,,,contact@ecomtrading.com,8061165600
TAPIOCA,ECONOMIC FOOD SOLUTIONS P.LTD.,8.3647,"Kalamassery,Kochi",Kerala ,10.0472654,76.3134183,,,enquiries@efoodsolutions.com,9847055430
PLYWOOD,ECOWOOD EXPORTS P. LTD.,11.19995,Bengaluru ,Karnataka ,13.063262,77.589688,,, info@ecowood.in,8041170910
SPICES,ELEMENTS HOMESTEAD PRODUCTS P.LTD.,1.7945,Trivandrum ,Kerala ,8.559947,76.924015,,,,7034075500
AIR COMPRESSORS,ELGI EQUIPMENTS LTD.,32.30733,Coimbatore ,Tamil Nadu ,10.996017,77.025308,,,enquiry@elgi.com,0422-2589555
TYRE RETREADING MATERIALS,ELGI RUBBER CO.LTD.,2.04987,Coimbatore ,Tamil Nadu ,10.997967,77.010675,,,info@in.elgirubber.com,0422- 232 1000
COIR FIBER,ELITE CARBON CREATION,39.3138,Pollachi ,Tamil Nadu ,10.675416,77.026071,,,"info@elitecarbons.in , sales@elitecarbons.in",9994431622
TURMERIC POWDER,ELITE GREEN P.LTD.,16.43062,Thrissur ,Kerala ,10.489377,76.257031,,,elitegreen@eliteindia.com,9946101056
SURGICAL GLOVES,EMIL TRADERS P.LTD.,217.53085,Meenangadi,Kerala ,11.660524,76.162771,,,,
FROZEN MARINE FOODS,EMINENT SEAFOODS P.LTD.,6.279,Kochi ,Kerala ,9.938177,76.261784,,,,
CLAY,ENGLISH INDIAN CLAYS LTD.,32.47492,Trivandrum ,Kerala ,8.513836,76.893884,,,info@eicl.in,0471-409 5111
COTTON GOODS,ENRICH EXPORTS,1.06613,Tiruppur ,Tamil Nadu ,11.13423,77.310231,,,,0421-421 5000
RICE,ENTIER EXPORTING P.LTD.,1.91,Ernakulam ,Kerala ,,,,,entierexporting@gmail.com,
FROZEN YELLOW TUNA,ESMARIO EXPORT ENTERPRISES,6.3641,Secunderabad ,Telangana ,17.442479,78.489735,,,contact@esmario.com,
PLASTIC PRODUCTS,ESQUIRE MULTIPLAST PRIVATE LTD,6.08141,Kochi,Kerala,10.050589,76.309557,,,,8046078886
COTTON GOODS,ESS ENN EXPORTS,1.96315,Tirupur ,Tamilnadu ,11.116621,77.355873,,,sn@essennexports.com,9.19E+11
COTTON GOODS,ESS PEE KNIT WEAR,3.65279,Tirupur ,Tamilnadu ,11.102771,77.35815,,,info@esspeeknit.net,9.14E+11
PLYWOOD,ESSENCO MANUFACTURING AND TRADING,2.283,Kakkanad ,Kerala,,,,,contact@example.com,9.20E+11
RICE,ESSENSIA EXIMPT,2.42632,Kochi,Kerala,,,,,sales@essensiaeximpt.com,9.20E+11
TEA,ESWARAN BROTHERS INDIA PVT LTD,6.00561,Coimbatore ,Tamilnadu ,11.002572,76.904815,,,ganapathy@eswaran.com,91967763077
LEAD INGOTS,ESWARI GLOBAL METAL INDUSTRIES P.LTD.,137.15992,Mangalore ,Karnataka ,12.956119,74.830322,,,exim@emimetals.com,8242450262
PLYWOOD,EVEREST PLYWOOD,40.7207,Perumbavoor,Kerala,10.126389,76.469381,,,everply@yahoo.com,9.20E+11
PLYWOOD,EVEREST WOOD INDUSTRIES,5.14,Perumbavoor,Kerala,10.126389,76.469381,,,everply@yahoo.com,9.20E+11
FROZEN YELLOW TUNA,EVERGREEN EXPORTS,55.95181,"Willingdon Island, Kochi ",Kerala,9.960749,76.272694,,, evergreenexportsmarketing.com;,9.20E+12
FROZEN SQUID,EXCELLENT FISHERIES,2.185,"Palluruthy, Ernakulam ",Kerala,9.821369,76.300828,,,excellentfisheries@gmail.com,
MANGO PULP,EXOTIC FRUITS P.LTD.,6.991,"Indiranagar, Banglore ",Karnataka ,12.963674,77.644496,,,info@exotic-fruit.com,9.18E+11
WOOLEN CARPETS,EXTRA WEAVE,19.05042,Cherthala,Kerala,9.715137,76.31588,,,marketing@extraweave.com,9.10E+12
FOOD STUFFS,F.M.TRADERS,2.47059,Palakkad ,Kerala ,10.7109801,76.6609769,,,,8048601152
TENDER COCONUT,FAIR EXPORTS INDIA P.LTD.,175.85845,"Aroor ,Kochi",Kerala ,9.88538,76.2992693,,,,
PLASTIC PRODUCTS,FAMILY PLASTICS&THERMOWARE,9.23354,"Ayyappankavu, Ernakulam ",Kerala ,9.9916045,76.2785596,,,,9633150008
COTTON GOODS,FAMOUS KNITS,2.40081,Tiruppur ,Tamil Nadu ,11.0759787,77.3284108,,,info@famousknit.in,9944471177
TEA,FARM FRESH,3.6297,Jabalpur ,Madhya Pradesh ,23.1833843,79.9133042,,,,7614078505
COCONUTS,FARMART SERVIICE P.LTD.,1.4272,Pattukkottai,Tamil Nadu ,10.4231856,79.3201518,,,,
CONNECTORS,FCI OEN CONNECTORS LTD.,8.92011,Vyttila,Kerala ,9.958279,76.325386,,,"fci.oen@fci.com

",0484-4090700
FROZEN SHRIMPS,FEBIN MARINE FOODS,19.68917,Alappuzha ,Kerala ,9.834559,76.310713,,,,0478-287 9966
TEA,FESTIVA GLOBAL BEVERAGES P.LTD.,6.41108,Coimbatore ,Tamil Nadu ,,,,,vinujoseph.fgb@gmail.com,
COCONUTS,FIAKON EXIM LLP,2.2735,"Pathanapuram, Malappuram ",Kerala ,11.247664,76.045652,,,info@fiakon.com,6235213725
COIR FIBER,FIBER FAMILY PRODUCTS,1.65062,Cherthala ,Kerala ,9.740672,76.323198,,,fiberfamilyproducst@gmail.com,0478-2595478
JUTE RUGS,FIBER WONDERS,9.4028,Cherthala,Kerala ,9.667188,76.318338,,,,0478-2572353
JUTE MATTING,FIBERTUFT INTERNATIONAL,2.48733,Cherthala ,Kerala ,9.779825,76.357246,,,info@fibertuftinternational.com,0478-253 3588
CURLED COIR,FIBRE FAMILY,10.59057,Cherthala ,Kerala ,9.728646,76.315702,,,,0478-2593160
RUBBER MATS,FIBRE WORLD,81.10817,Kanjikkuzhi,Kerala ,9.611115,76.353874,,,sales@fibreworldindia.com,0 478-2861287
HEAT RESISTANT LATEX RUBBER PL,FILATEX VECHUKUNNEL PVT LTD.,1.08738,Kanjikode ,Kerala ,10.817532,76.815373,,,maria@fvpl.co.in,(0491) 2957000
JAGGERY,FILI EXPORTS,3.98268,Palakkad ,Kerala ,,,,,,9633444950
FILTER ELEMENT,FILTROWIN INDUSTRIES,7.80444,Kochi,Kerala ,10.004794,76.345668,,,,0484-2413021
ZINC CONCENTRATE,FINE FAB ENGINEERING&CONSTRUCTIONS,310.93394,Kakkanad ,Kerala ,10.022896,76.340367,,,info@finefabepc.com,8086456655
RICE,FITCO FOODS,1.32326,Chennai ,Tamil Nadu ,13.101179,80.202116,,,,9150025580
RUBBER MATS,FLOOR GARDENS,54.83834,Kanjikkuzhi ,Kerala ,9.624566,76.345524,,,info@floorgardens.com,
RUBBER MATS,FLOOR MATE RUBBER PRODUCTS P.LTD.,14.30917,Kottayam ,Kerala ,9.576712,76.580012,,,,
RUBBER MATS,FLOORATEX RUBBER & PLASTICS P.LTD.,66.0091,"Pallom, Kottayam ",Kerala ,9.545429,76.516814,,,sales@flooratexrubber.com,0479-244 4246
FOOD STUFFS,FLORA TRADING,1.1959,Mangaluru ,Karnataka ,12.855567,74.837004,,,,9741923704
TAPIOCA,FOODCREST,2.35394,"Cherthala, Alappuzha ",Kerala ,,,,,,
PLYWOOD,FORBWOODS,5.58115,Bangalore ,Karnataka ,12.97808,77.555091,,,forbwoods@gmail.com,9.20E+11
CHAPPALS,FORTUNE ELASTOMERS P.LTD.,1.83984,"Kolathara, Kozhikode ",Kerala,,,,,fortune@vkcgroup.com,
RICE,FRANCIS KOTTACKAL EXIM(P)LTD.,11.8871,"Kalady, Ernakulam ",Kerala,,,,,,
VALVES,FREE LOOK FASHIONS,1.37664,Tirupur ,Tamilnadu ,11.097043,77.391034,,,,
FROZEN YELLOW TUNA,FREEZE ENGINEERING INDUSTRIES P.LTD.,3.1605,"Thoppumpady, Ernakulam ",Kerala,9.939095,76.261929,,,freezefishexports@gmail.com,
FROZEN YELLOW TUNA,FREEZE EXIM,26.32092,"Aroor, Alappuzha ",Kerala,9.88518,76.300191,,,,4782872114
PLASTIC PRODUCTS,FREEZEPACK INTERNATIONAL,1.99623,Alavil,Kerala,,,,,,9.20E+11
FOOD STUFFS,FRESCO EXPORTERS LLP,6.94371,"Kondotty, Malappuram ",Kerala,11.146965,75.974104,,,frescoexporters@gmail.com,
CASHEW KERNELS,FRESH NUTS,4.37973,Kollam,Kerala,,,,,bdm@freshnuts.net,9.15E+11
FROZEN SQUID,FRIENDS MARINE INDUSTRIES ,7.3356,"Ezhupunna, Alappuzha ",Kerala,9.821935,76.302776,,,,9.18E+11
COTTON GOODS,FRONTIER KNITTERS,1.33272,Tirupur,Tamilnadu ,11.109538,77.349504,,,edp@frontierknitters.in,9.14E+11
FROZEN YELLOW TUNA,FRONTLINE EXPORTS P. LTD.,80.89035,Aroor,Kerala,9.888143,76.29658,,,frontlinecochi@gmail.com,
FROZEN YELLOW TUNA,FROSSET FOODS,8.75606,Alappuzha ,Kerala ,9.848713,76.308168,,,frossetfoods@gmail.com,
FROZEN YELLOW TUNA,FROSTA  FROZEN FOODS P.LTD.,5.6041,Alappuzha ,Kerala,,,,,mail@rfexports.com,
FOOD STUFFS,FRUCTUS INC.,11.16977,"Thrikkakara, Ernakulam ",Kerala,10.035764,76.33429,,,,9.18E+11
MARBLE STONE,FUTURA STONES,1.62,Banglore ,Karnataka ,12.7602995,77.3278194,,,info@futurastones.com,9886715088
VALVES,G NXT POWER CORPORATION,2.13045,"Palarivattom,Kochi",Kerala ,9.9941912,76.3050347,,,,
FROZEN YELLOW TUNA,G.K.S BUSINESS ASSOCIATES,35.18061,"Aroor, Alappuzha ",Kerala ,9.870069,76.3135772,,,sales@gksmail.com,9.20E+11
PLYWOOD,G.K.TRADERS,2.63791,Thiruvallur,Tamil Nadu ,13.0623813,80.0626815,,,,9.18E+11
COTTON GOODS,G.P.R.CLOTHING COMPANY,1.50748,Tiruppur ,Tamil Nadu ,11.1208208,77.3760465,,,info@gprclothing.com,9943023450
COTTON YARN,G.T.N.ENTERPRISES LTD.,17.77889,"Ravipuram , Kochi",Kerala ,9.9615729,76.2881683,,,mktg.ho@gtntextiles.com,4842661900
COTTON GOODS,GAINUP INDUSTRIES P.LTD.,1.8555,Dindigul ,Tamil Nadu ,10.2107605,77.8057478,,,info@gainup.in,91-4543 267726
PLASTIC PRODUCTS,GALAXY 9 OVERSEAS,1.07426,Mumbai ,Maharashtra ,19.1640478,72.8415589,,,,8069033808
COIR PITH,GALUKU EXPORTS (INDIA)PRIVATE LIMITED .,47.28179,Pollachi,Tamil Nadu ,10.6911191,77.0725388,,,,9894710977
COTTON GOODS,GATES WEARS ,3.24111,Nachipalayam,Tamil Nadu ,,,,,gates@gateswears.com,91- 421 2264833
RICE,GAYATHRI EXIM RICE MILLS,8.84975,Kollengode,Thrissur ,10.6484466,76.6887908,,,,9961664464
RICE,GAYATHRI RICE MILLS,1.5277,Vadavannur,Kerala ,10.648465,76.6887442,,,gayathriricemill@yahoo.com,9846004464
COTTON YARN,GDN EXPORTS P.LTD.,2.7175,Tiruppur ,Tamil Nadu ,11.166065,77.3468526,,,info@gdnexport.com,9865222900
JUTE RUGS,GECO COIR PRODUCTS P.LTD.,4.77184,Cherthala ,Kerala,9.6877858,76.3181638,,,sales@geco.co.in,9847566499
WATER TREATMENT MACHINERIES,GECO LEGEND ENVIRO TECH,4.00227,Coimbatore ,Tamil Nadu ,10.946202,77.064614,,,info@gecolegend.com;,9360903599
MACHINERIES,GEDEE WEILER P. LTD.,2.60294,Coimbatore ,Tamil Nadu ,10.964321,76.994513,,,,0422-241 3804
VENEERS,GEMWOOD,6.57183,Kalamassery ,Kerala ,10.046217,76.313047,,,dev@gemwood.com,0484-254 2695
SPICES,GENUINE AGRO SPICES,3.63424,Ernakulam ,Kerala ,,,,,,
FROZEN SQUID,GEO AQUATIC PRODUCTS(P)LTD.,20.36318,Kochi ,Kerala ,9.853256,76.305955,,,,
FROZEN SQUID,GEO SEAFOODS,33.23084,Kochi ,Kerala ,9.928975,76.262864,,,mail@geoseafoods.com,0484- 223 1356
FOOD STUFFS,GFIVE MART(I)P.LTD.,7.5229,Bengaluru ,Karnataka ,,,,,,
FROZEN YELLOW TUNA,GHAN MARINE EXIM,2.4335,Alappuzha ,Kerala ,9.744984,76.356171,,,,
PUMPS,GILBARCO VEEDER ROOT INDIA PVT LTD,2.93459,Malumichampatti,Tamil Nadu ,10.935807,76.994174,,,,2266379000
TEA,GILLANDERS ARBUTHNOT&CO.LTD.,4.83744,Kolkata ,West Bengal ,22.57658,88.349392,,,,
GRANITE SLABS\TILES,GIRI STONES P.LTD.,1.95838,Mysuru ,Karnataka ,12.350861,76.612377,,,,8212402972
TEA,GIRNAR FOOD & BEVERAGES P.LTD.,109.81273,Coimbatore ,Tamil Nadu ,11.002218,76.989752,,, info@girnar.com,0422-2322893
TEA,GLENMORGAN TEA ESTATES CO.,1.41045,Nilgiris ,Tamil Nadu ,,,,,,
RUBBER MATS,GLENROCK RUBBER PRODUCTS P. LTD.,28.75188,Pala,Kerala ,9.649005,76.738826,,,glenrock@glenrock-group.com,0482-2226151
RICE,GLOBAL EXPORTERS,15.98362,Kochi ,Kerala ,10.073841,76.301467,,,info@globalexporters.com,9656709375
COTTON GOODS,GLOBAL ORGANIC CLOTHING COMPANY,1.06553,Coimbatore,Tamilnadu ,,,,,,9791300705
FOOD STUFFS,GLOBAL SHADES EXPORTS INC.,1.4675,Bengaluru ,Karnataka ,,,,,,
COTTON YARN,GLOBAL TEXTILES ALLIANCE(I) P.LTD.,1.19945,Coimbatore,Tamilnadu ,11.163567,77.119973,,,arun@gtatextilesindia.com,9.20E+11
GRANITE SLABS\TILES,GOD GRANITES,2.7084,Bangalore ,Karnataka ,12.915579,77.573483,,,godgnt@gmail.com,
TURMERIC,GOOD EARTH ORGANIC,1.30362,Kalady ,Kerala ,10.174113,76.436979,,,,9847043192
RICE,GOPAL REFINERIES&OIL MILLS,1.85245,Kozhikode ,Kerala ,11.173373,75.90229,,,,
FROZEN YELLOW TUNA,NAS FISHERIES P.LTD.,68.26615,"Edakochi,Kochi",Kerala,9.894697028,76.29571757,"https://www.google.com/maps/dir/Willingdon+Island,+Kochi,+Kerala+682003/9.894683792132144,+76.29571084989219/@9.923701,76.2596265,13.74z/data=!4m12!4m11!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d76.2957108!2d9.8946838!3e0!5m1!1e1?entry=ttu",8.5,,
TAPIOCA,NAS FOOD EXIM,10.47681,"Cherthala,Palipuram",Kerala,9.745588212,76.35613151,"https://www.google.com/maps/dir/Cochin+Port,+Willingdon+Island,+Kochi,+Kerala/9.7455741,76.3563992/@9.8509136,76.2328775,12z/data=!3m1!4b1!4m8!4m7!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m0?entry=ttu",30.4,,
COIR MATS,NATIONAL COIR MILLS,1.0637,Alappuzha,Kerala,9.499955872,76.33489258,"https://www.google.com/maps/dir/Cochin+Port,+Willingdon+Island,+Kochi,+Kerala/9.499955871986069,+76.33489258092226/@9.7280986,76.1272484,11z/data=!3m1!4b1!4m11!4m10!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d76.3348926!2d9.4999559?entry=ttu",54.6,,
PIPE FITTINGS,NATIONAL FITTINGS LTD.,8.62427,Chittur,Tamil Nadu,10.51186334,78.02872851,"https://www.google.com/maps/dir/Cochin+Port,+Willingdon+Island,+Kochi,+Kerala/10.511863339225604,+78.02872851477473/@10.4789225,76.4821914,9z/data=!3m1!4b1!4m11!4m10!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d78.0287285!2d10.5118633?entry=ttu",300,,
FROZEN SHRIMPS,NATIONAL SEAFOODS CO.,2.45876,"Chulickal,Kochi",Kerala,9.941719245,76.25235564,"https://www.google.com/maps/dir/Cochin+Port,+Willingdon+Island,+Kochi,+Kerala/9.941719245434546,+76.25220833272977/@9.9436091,76.2515354,15z/data=!3m1!4b1!4m11!4m10!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d76.2522083!2d9.9417192?entry=ttu",4.6,,
RUBBER MATS,NATURAL FLOORS,4.82748,"Alleppey,Alappuzha",Kerala,9.50314539,76.32114336,"https://www.google.com/maps/dir/Cochin+Port,+Willingdon+Island,+Kochi,+Kerala/9.503145390024475,+76.32114336433756/@9.7370272,76.1279498,11z/data=!3m1!4b1!4m11!4m10!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d76.3211434!2d9.5031454?entry=ttu",53.7,,
AGRICULTURAL MACHINERY & PARTS,NAVINCHANDRA AND COMPANY,2.76293,"Kuppepalayam,Coimbatore",Tamil Nadu,11.18667091,77.03780005,"https://www.google.com/maps/dir/Cochin+Port,+Willingdon+Island,+Kochi,+Kerala/11.186671568294624,+77.03782552902383/@10.5582449,75.9881437,9z/data=!3m1!4b1!4m11!4m10!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d77.0378255!2d11.1866716?entry=ttu",223,,
